CSK,up,GALNT3,up,KLRB1,up,PABPC4,up,RNF149,up,TRIM38,up,CGB7,down,FN1,down,LIG3,down,POLR2E,down,THOC6,down,,
CSNK1G2,up,GANAB,up,KLRD1,up,PABPN1,up,RNF167,up,TRIM52,up,CHAT,down,FNDC8,down,LILRA1,down,POMC,down,THTPA,down,,
CSNK2B,up,GAPDH,up,KLRF1,up,PADI4,up,RNF181,up,TRIM8,up,CHCHD1,down,FOLR1,down,LILRA5,down,POTED,down,THY1,down,,
CSRP1,up,GAPVD1,up,KLRG1,up,PAK2,up,RNF19B,up,TRIP12,up,CHEK2,down,FOLR3,down,LIMA1,down,PPAT,down,TIFAB,down,,
CST3,up,GATAD2A,up,KPNA3,up,PAPOLA,up,RNF38,up,TRMT5,up,CHERP,down,FOXI3,down,LINGO2,down,PPCDC,down,TIMM9,down,,
CST7,up,GATAD2B,up,KPNA6,up,PARK7,up,RNF7,up,TRPC4AP,up,CHIA,down,FOXJ1,down,LMNA,down,PPM1E,down,TINAGL1,down,,
CSTB,up,GBP1,up,KPNB1,up,PARP1,up,RNPS1,up,TRRAP,up,CHIT1,down,FOXM1,down,LOC148696,down,PPM1L,down,TK2,down,,
CTDSP1,up,GBP4,up,KRT10,up,PARP4,up,ROMO1,up,TSG101,up,CHML,down,FOXN3,down,LOC541473,down,PPP1R10,down,TLE6,down,,
CTDSP2,up,GBP5,up,KRTCAP2,up,PARP9,up,RPA3,up,TSPAN14,up,CHODL,down,FOXN4,down,LOC646813,down,PPP1R14D,down,TLL2,down,,
CTSB,up,GDI2,up,KTN1,up,PATL1,up,RPIA,up,TSPAN5,up,CHRNA3,down,FPGS,down,LPAR1,down,PPP1R1C,down,TLX3,down,,
CTSD,up,GGA1,up,KYNU,up,PBXIP1,up,RPL10A,up,TSPO,up,CHST8,down,FRAS1,down,LPO,down,PPP1R9B,down,TM9SF1,down,,
CTSH,up,GHITM,up,LAIR1,up,PCBP1,up,RPL12,up,TSPYL1,up,CHTF8,down,FREM3,down,LRIT3,down,PPP3R2,down,TMC5,down,,
CTSS,up,GIMAP7,up,LAMP1,up,PCBP2,up,RPL22,up,TTC17,up,CIB3,down,FRMD6,down,LRP1,down,PPP5C,down,TMCC3,down,,
CTSW,up,GIMAP8,up,LAP3,up,PCCB,up,RPL23,up,TTC3,up,CILP2,down,FSTL5,down,LRRCC1,down,PPRC1,down,TMED6,down,,
CTSZ,up,GJC1,up,LAPTM4A,up,PCDHB19P,up,RPL23A,up,TTC32,up,CIT,down,FTCD,down,LSG1,down,PRCD,down,TMED8,down,,
CUL4A,up,GLB1,up,LAPTM5,up,PCID2,up,RPL26,up,TTC38,up,CKAP5,down,FXYD3,down,LSM14B,down,PRDM2,down,TMEM100,down,,
CUTA,up,GLG1,up,LASP1,up,PCNT,up,RPL27A,up,TTYH3,up,CLDN8,down,FXYD6,down,LSS,down,PRDM9,down,TMEM108,down,,
CX3CR1,up,GLIPR1,up,LAX1,up,PCSK7,up,RPL31,up,TUBA1C,up,CLEC12B,down,FZD9,down,LTA,down,PREX2,down,TMEM121,down,,
CXCL16,up,GLIPR2,up,LCOR,up,PCYOX1,up,RPL32,up,TUBA4A,up,CLEC2A,down,G6PC2,down,LTK,down,PRKAG3,down,TMEM125,down,,
CXCR4,up,GLO1,up,LCP1,up,PDCD7,up,RPL36,up,TUBB1,up,CLEC2L,down,GAB4,down,LY6D,down,PRKAR2B,down,TMEM130,down,,
CXXC5,up,GLOD4,up,LDHA,up,PDE12,up,RPL36AL,up,TUBGCP2,up,CLEC9A,down,GAD2,down,LY75,down,PRKCG,down,TMEM139,down,,
CYBA,up,GLRX5,up,LDHB,up,PDE4C,up,RPLP0,up,TUFM,up,CLGN,down,GALE,down,LYG2,down,PRKG2,down,TMEM14A,down,,
CYC1,up,GLTP,up,LEF1,up,PDHB,up,RPN2,up,TUG1,up,CLN6,down,GANC,down,LYSMD1,down,PRKRIP1,down,TMEM151B,down,,
CYFIP2,up,GLUD1,up,LEMD3,up,PDLIM1,up,RPP21,up,TWF2,up,CLPB,down,GARNL3,down,LYVE1,down,PRND,down,TMEM171,down,,
CYLD,up,GMFG,up,LEP,up,PECAM1,up,RPS10,up,TXN,up,CLRN2,down,GATA6,down,MAEL,down,PRPF6,down,TMEM174,down,,
CYP1B1,up,GMPR2,up,LEPROT,up,PELI1,up,RPS19,up,TXNDC17,up,CLSTN2,down,GBA3,down,MAFA,down,PRR12,down,TMEM179,down,,
CYP4V2,up,GNAI2,up,LGALS2,up,PEX19,up,RPS20,up,TXNDC5,up,CLTC,down,GBGT1,down,MAP1LC3A,down,PSCA,down,TMEM182,down,,
DAD1,up,GNAS,up,LGALS3,up,PFDN1,up,RPS27A,up,TXNIP,up,CMC1,down,GBP3,down,MAP2,down,PSKH2,down,TMEM202,down,,
DAP3,up,GNB1,up,LILRB1,up,PFDN5,up,RPS6,up,TYMP,up,CMTM4,down,GBX2,down,MAP2K7,down,PSMA8,down,TMEM65,down,,
DAPP1,up,GNB2,up,LILRB2,up,PFKFB3,up,RPSA,up,TYROBP,up,CNBD1,down,GCM1,down,MAP4,down,PSMB11,down,TMEM68,down,,
DAZAP1,up,GNG11,up,LILRB3,up,PFN1,up,RRM1,up,U2AF2,up,CNGA4,down,GDF7,down,MAP9,down,PSMB5,down,TMEM86B,down,,
DAZAP2,up,GNG2,up,LIME1,up,PGD,up,RRN3,up,UBA52,up,CNTNAP4,down,GDF9,down,MAPK1IP1L,down,PSMD5,down,TMEM92,down,,
DBNL,up,GNL2,up,LIMS1,up,PGLS,up,RSL24D1,up,UBC,up,COLEC11,down,GFRA4,down,MAPT,down,PSMD9,down,TMPRSS9,down,,
DCAF7,up,GNLY,up,LIPA,up,PGM1,up,RSU1,up,UBE2D3,up,COMP,down,GFRAL,down,MAST2,down,PSTK,down,TMTC4,down,,
DCTN5,up,GNPTG,up,LITAF,up,PGRMC2,up,RYBP,up,UBE2J1,up,COPZ2,down,GGN,down,MAT1A,down,PTAR1,down,TNFAIP2,down,,
DDIT4,up,GNS,up,LLPH,up,PHB2,up,S100A10,up,UBE2M,up,COQ7,down,GH1,down,MATN4,down,PTCRA,down,TNFRSF13C,down,,
DDX1,up,GOLGA5,up,LMO2,up,PHF21A,up,S100A12,up,UBE2N,up,CORIN,down,GH2,down,MBD3L5,down,PTGER1,down,TNFRSF19,down,,
DDX18,up,GOLGA7,up,LMOD3,up,PHF3,up,S100A4,up,UBE2Q2,up,CORO6,down,GIPR,down,MBOAT4,down,PTGER3,down,TNFRSF9,down,,
DDX21,up,GOLGA8B,up,LOC100128288,up,PHF5A,up,S100A6,up,UBXN1,up,COX4I2,down,GJB6,down,MCAM,down,PTN,down,TNFSF13,down,,
DDX5,up,GOLPH3,up,LOC100134868,up,PI4KB,up,S100A9,up,UCKL1,up,COX7A1,down,GKN1,down,MCC,down,PTPN3,down,TOM1L2,down,,
DDX51,up,GOLT1B,up,LOC606724,up,PIAS1,up,S1PR1,up,UCP2,up,CPN2,down,GKN2,down,MCHR2,down,PTPN5,down,TOMM20L,down,,
DEFA1B,up,GPAA1,up,LOC644936,up,PICALM,up,S1PR5,up,UFC1,up,CPS1,down,GLDN,down,MCM2,down,PTPRD,down,TOP2A,down,,
DEK,up,GPBP1,up,LOC646214,up,PIGX,up,SACM1L,up,UFM1,up,CPT1B,down,GLI3,down,MDGA2,down,PTX3,down,TP53I11,down,,
DENND4B,up,GPR65,up,LPP,up,PIGY,up,SAFB2,up,UGCG,up,CRB1,down,GLIPR1L1,down,MDH1B,down,PVR,down,TPD52L1,down,,
DENND5A,up,GPSM3,up,LPXN,up,PIK3AP1,up,SAR1A,up,UGP2,up,CRB2,down,GLIS3,down,MEP1B,down,PXT1,down,TPH2,down,,
DENR,up,GPX1,up,LRP10,up,PIK3CG,up,SBDS,up,UIMC1,up,CREB3L3,down,GLRX2,down,METTL2B,down,PZP,down,TPO,down,,
DERA,up,GPX4,up,LRRC47,up,PIK3R1,up,SBK1,up,UNC50,up,CRHR2,down,GLS2,down,MFRP,down,QRFP,down,TPRG1,down,,
